"ITTER107","Territorio","TIPO_DATO_CENS_POP","Tipo dato","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"076011","Barile","RESPOP_AV","popolazione residente","2021","2021",2621,,
"066009","Barisciano","RESPOP_AV","popolazione residente","2021","2021",1669,,
"108005","Barlassina","RESPOP_AV","popolazione residente","2021","2021",6873,,
"013015","Barni","RESPOP_AV","popolazione residente","2021","2021",559,,
"004013","Barolo","RESPOP_AV","popolazione residente","2021","2021",660,,
"001023","Barone Canavese","RESPOP_AV","popolazione residente","2021","2021",556,,
"065013","Baronissi","RESPOP_AV","popolazione residente","2021","2021",16798,,
"086004","Barrafranca","RESPOP_AV","popolazione residente","2021","2021",12000,,
"066010","Barrea","RESPOP_AV","popolazione residente","2021","2021",718,,
"097005","Barzago","RESPOP_AV","popolazione residente","2021","2021",2406,,
"016021","Barzana","RESPOP_AV","popolazione residente","2021","2021",2004,,
"097006","Barzanò","RESPOP_AV","popolazione residente","2021","2021",4993,,
"097007","Barzio","RESPOP_AV","popolazione residente","2021","2021",1260,,
"006012","Basaluzzo","RESPOP_AV","popolazione residente","2021","2021",2001,,
"018009","Bascapè","RESPOP_AV","popolazione residente","2021","2021",1779,,
"055007","Baschi","RESPOP_AV","popolazione residente","2021","2021",2590,,
"067005","Basciano","RESPOP_AV","popolazione residente","2021","2021",2349,,
"022009","Baselga di Pinè","RESPOP_AV","popolazione residente","2021","2021",5098,,
"062007","Baselice","RESPOP_AV","popolazione residente","2021","2021",2121,,
"015014","Basiano","RESPOP_AV","popolazione residente","2021","2021",3654,,
"083006","Basicò","RESPOP_AV","popolazione residente","2021","2021",532,,
"015015","Basiglio","RESPOP_AV","popolazione residente","2021","2021",8040,,
"030009","Basiliano","RESPOP_AV","popolazione residente","2021","2021",5233,,
"017013","Bassano Bresciano","RESPOP_AV","popolazione residente","2021","2021",2333,,
"024012","Bassano del Grappa","RESPOP_AV","popolazione residente","2021","2021",42334,,
"056006","Bassano in Teverina","RESPOP_AV","popolazione residente","2021","2021",1251,,
"056005","Bassano Romano","RESPOP_AV","popolazione residente","2021","2021",4627,,
"059002","Bassiano","RESPOP_AV","popolazione residente","2021","2021",1461,,
"006013","Bassignana","RESPOP_AV","popolazione residente","2021","2021",1556,,
"004014","Bastia Mondovì","RESPOP_AV","popolazione residente","2021","2021",628,,
"054002","Bastia Umbra","RESPOP_AV","popolazione residente","2021","2021",21256,,
"018011","Bastida Pancarana","RESPOP_AV","popolazione residente","2021","2021",983,,
"036001","Bastiglia","RESPOP_AV","popolazione residente","2021","2021",4126,,
"028011","Battaglia Terme","RESPOP_AV","popolazione residente","2021","2021",3782,,
"004015","Battifollo","RESPOP_AV","popolazione residente","2021","2021",211,,
"065014","Battipaglia","RESPOP_AV","popolazione residente","2021","2021",49655,,
"018012","Battuda","RESPOP_AV","popolazione residente","2021","2021",683,,
"082008","Baucina","RESPOP_AV","popolazione residente","2021","2021",1875,,
"095013","Bauladu","RESPOP_AV","popolazione residente","2021","2021",647,,
"091006","Baunei","RESPOP_AV","popolazione residente","2021","2021",3480,,
"103008","Baveno","RESPOP_AV","popolazione residente","2021","2021",4742,,
"012010","Bedero Valcuvia","RESPOP_AV","popolazione residente","2021","2021",665,,
"017014","Bedizzole","RESPOP_AV","popolazione residente","2021","2021",12278,,
"022011","Bedollo","RESPOP_AV","popolazione residente","2021","2021",1472,,
"034003","Bedonia","RESPOP_AV","popolazione residente","2021","2021",3150,,
"016022","Bedulita","RESPOP_AV","popolazione residente","2021","2021",705,,
"103009","Bee","RESPOP_AV","popolazione residente","2021","2021",758,,
"001024","Beinasco","RESPOP_AV","popolazione residente","2021","2021",17464,,
"004016","Beinette","RESPOP_AV","popolazione residente","2021","2021",3441,,
"079009","Belcastro","RESPOP_AV","popolazione residente","2021","2021",1227,,
"023007","Belfiore","RESPOP_AV","popolazione residente","2021","2021",3271,,
"041005","Belforte all'Isauro","RESPOP_AV","popolazione residente","2021","2021",749,,
"043004","Belforte del Chienti","RESPOP_AV","popolazione residente","2021","2021",1826,,
"006014","Belforte Monferrato","RESPOP_AV","popolazione residente","2021","2021",499,,
"018013","Belgioioso","RESPOP_AV","popolazione residente","2021","2021",6301,,
"103010","Belgirate","RESPOP_AV","popolazione residente","2021","2021",498,,
"076012","Bella","RESPOP_AV","popolazione residente","2021","2021",4727,,
"097008","Bellano","RESPOP_AV","popolazione residente","2021","2021",3415,,
"067006","Bellante","RESPOP_AV","popolazione residente","2021","2021",6846,,
"099001","Bellaria-Igea Marina","RESPOP_AV","popolazione residente","2021","2021",19495,,
"058012","Bellegra","RESPOP_AV","popolazione residente","2021","2021",2707,,
"004017","Bellino","RESPOP_AV","popolazione residente","2021","2021",95,,
"015016","Bellinzago Lombardo","RESPOP_AV","popolazione residente","2021","2021",3809,,
"003016","Bellinzago Novarese","RESPOP_AV","popolazione residente","2021","2021",9444,,
"065158","Bellizzi","RESPOP_AV","popolazione residente","2021","2021",13295,,
"061007","Bellona","RESPOP_AV","popolazione residente","2021","2021",6039,,
"065015","Bellosguardo","RESPOP_AV","popolazione residente","2021","2021",705,,
"108006","Bellusco","RESPOP_AV","popolazione residente","2021","2021",7370,,
"078013","Belmonte Calabro","RESPOP_AV","popolazione residente","2021","2021",1780,,
"060013","Belmonte Castello","RESPOP_AV","popolazione residente","2021","2021",693,,
"094004","Belmonte del Sannio","RESPOP_AV","popolazione residente","2021","2021",646,,
"057005","Belmonte in Sabina","RESPOP_AV","popolazione residente","2021","2021",645,,
"082009","Belmonte Mezzagno","RESPOP_AV","popolazione residente","2021","2021",10948,,
"109003","Belmonte Piceno","RESPOP_AV","popolazione residente","2021","2021",586,,
"087007","Belpasso","RESPOP_AV","popolazione residente","2021","2021",27851,,
"078014","Belsito","RESPOP_AV","popolazione residente","2021","2021",892,,
"101001","Belvedere di Spinello","RESPOP_AV","popolazione residente","2021","2021",1973,,
"004018","Belvedere Langhe","RESPOP_AV","popolazione residente","2021","2021",337,,
"078015","Belvedere Marittimo","RESPOP_AV","popolazione residente","2021","2021",8903,,
"042005","Belvedere Ostrense","RESPOP_AV","popolazione residente","2021","2021",2096,,
"005008","Belveglio","RESPOP_AV","popolazione residente","2021","2021",314,,
"091007","Belvì","RESPOP_AV","popolazione residente","2021","2021",560,,
"014006","Bema","RESPOP_AV","popolazione residente","2021","2021",117,,
"013021","Bene Lario","RESPOP_AV","popolazione residente","2021","2021",330,,
"004019","Bene Vagienna","RESPOP_AV","popolazione residente","2021","2021",3643,,
"080008","Benestare","RESPOP_AV","popolazione residente","2021","2021",2478,,
"090008","Benetutti","RESPOP_AV","popolazione residente","2021","2021",1726,,
"004020","Benevello","RESPOP_AV","popolazione residente","2021","2021",467,,
"096003","Benna","RESPOP_AV","popolazione residente","2021","2021",1146,,
"037005","Bentivoglio","RESPOP_AV","popolazione residente","2021","2021",5700,,
"016023","Berbenno","RESPOP_AV","popolazione residente","2021","2021",2431,,
"014007","Berbenno di Valtellina","RESPOP_AV","popolazione residente","2021","2021",4078,,
"034004","Berceto","RESPOP_AV","popolazione residente","2021","2021",1996,,
"090009","Berchidda","RESPOP_AV","popolazione residente","2021","2021",2634,,
"013022","Beregazzo con Figliaro","RESPOP_AV","popolazione residente","2021","2021",2794,,
"018014","Bereguardo","RESPOP_AV","popolazione residente","2021","2021",2861,,
"006015","Bergamasco","RESPOP_AV","popolazione residente","2021","2021",709,,
"029006","Bergantino","RESPOP_AV","popolazione residente","2021","2021",2422,,
"009010","Bergeggi","RESPOP_AV","popolazione residente","2021","2021",1068,,
"004021","Bergolo","RESPOP_AV","popolazione residente","2021","2021",55,,
"017015","Berlingo","RESPOP_AV","popolazione residente","2021","2021",2752,,
"077003","Bernalda","RESPOP_AV","popolazione residente","2021","2021",11964,,
"108007","Bernareggio","RESPOP_AV","popolazione residente","2021","2021",11385,,
"015019","Bernate Ticino","RESPOP_AV","popolazione residente","2021","2021",2976,,
"004022","Bernezzo","RESPOP_AV","popolazione residente","2021","2021",4219,,
"040003","Bertinoro","RESPOP_AV","popolazione residente","2021","2021",10984,,
"030010","Bertiolo","RESPOP_AV","popolazione residente","2021","2021",2376,,
"098002","Bertonico","RESPOP_AV","popolazione residente","2021","2021",1071,,
"005009","Berzano di San Pietro","RESPOP_AV","popolazione residente","2021","2021",397,,
"006016","Berzano di Tortona","RESPOP_AV","popolazione residente","2021","2021",157,,
"017016","Berzo Demo","RESPOP_AV","popolazione residente","2021","2021",1525,,
"017017","Berzo Inferiore","RESPOP_AV","popolazione residente","2021","2021",2447,,
"016025","Berzo San Fermo","RESPOP_AV","popolazione residente","2021","2021",1428,,
"108008","Besana in Brianza","RESPOP_AV","popolazione residente","2021","2021",15442,,
"012011","Besano","RESPOP_AV","popolazione residente","2021","2021",2509,,
"015022","Besate","RESPOP_AV","popolazione residente","2021","2021",2028,,
"022013","Besenello","RESPOP_AV","popolazione residente","2021","2021",2754,,
"033003","Besenzone","RESPOP_AV","popolazione residente","2021","2021",938,,
"012012","Besnate","RESPOP_AV","popolazione residente","2021","2021",5475,,
"012013","Besozzo","RESPOP_AV","popolazione residente","2021","2021",8756,,
"090010","Bessude","RESPOP_AV","popolazione residente","2021","2021",391,,
"033004","Bettola","RESPOP_AV","popolazione residente","2021","2021",2608,,
"054003","Bettona","RESPOP_AV","popolazione residente","2021","2021",4288,,
"103011","Beura-Cardezza","RESPOP_AV","popolazione residente","2021","2021",1437,,
"054004","Bevagna","RESPOP_AV","popolazione residente","2021","2021",4777,,
"011003","Beverino","RESPOP_AV","popolazione residente","2021","2021",2264,,
"023008","Bevilacqua","RESPOP_AV","popolazione residente","2021","2021",1771,,
"087008","Biancavilla","RESPOP_AV","popolazione residente","2021","2021",23031,,
"078016","Bianchi","RESPOP_AV","popolazione residente","2021","2021",1210,,
"080009","Bianco","RESPOP_AV","popolazione residente","2021","2021",4188,,
"003018","Biandrate","RESPOP_AV","popolazione residente","2021","2021",1307,,
"012014","Biandronno","RESPOP_AV","popolazione residente","2021","2021",3167,,
"016026","Bianzano","RESPOP_AV","popolazione residente","2021","2021",602,,
"002011","Bianzè","RESPOP_AV","popolazione residente","2021","2021",1841,,
"014008","Bianzone","RESPOP_AV","popolazione residente","2021","2021",1262,,
"108009","Biassono","RESPOP_AV","popolazione residente","2021","2021",12217,,
"035004","Bibbiano","RESPOP_AV","popolazione residente","2021","2021",10183,,
"051004","Bibbiena","RESPOP_AV","popolazione residente","2021","2021",11806,,
"049001","Bibbona","RESPOP_AV","popolazione residente","2021","2021",3172,,
"001025","Bibiana","RESPOP_AV","popolazione residente","2021","2021",3378,,
"071006","Biccari","RESPOP_AV","popolazione residente","2021","2021",2640,,
"030011","Bicinicco","RESPOP_AV","popolazione residente","2021","2021",1811,,
"095014","Bidonì","RESPOP_AV","popolazione residente","2021","2021",128,,
"002004","Alice Castello","RESPOP_AV","popolazione residente","2021","2021",2503,,
"017018","Bienno","RESPOP_AV","popolazione residente","2021","2021",3760,,
"022015","Bieno","RESPOP_AV","popolazione residente","2021","2021",450,,
"050001","Bientina","RESPOP_AV","popolazione residente","2021","2021",8553,,
"013023","Binago","RESPOP_AV","popolazione residente","2021","2021",4824,,
"015024","Binasco","RESPOP_AV","popolazione residente","2021","2021",7086,,
"072008","Binetto","RESPOP_AV","popolazione residente","2021","2021",2138,,
"096005","Bioglio","RESPOP_AV","popolazione residente","2021","2021",905,,
"007010","Bionaz","RESPOP_AV","popolazione residente","2021","2021",218,,
"017019","Bione","RESPOP_AV","popolazione residente","2021","2021",1311,,
"091008","Birori","RESPOP_AV","popolazione residente","2021","2021",499,,
"064011","Bisaccia","RESPOP_AV","popolazione residente","2021","2021",3554,,
"082010","Bisacquino","RESPOP_AV","popolazione residente","2021","2021",4190,,
"110003","Bisceglie","RESPOP_AV","popolazione residente","2021","2021",53738,,
"066011","Bisegna","RESPOP_AV","popolazione residente","2021","2021",207,,
"067007","Bisenti","RESPOP_AV","popolazione residente","2021","2021",1696,,
"078017","Bisignano","RESPOP_AV","popolazione residente","2021","2021",9614,,
"006017","Bistagno","RESPOP_AV","popolazione residente","2021","2021",1765,,
"012015","Bisuschio","RESPOP_AV","popolazione residente","2021","2021",4250,,
"072010","Bitetto","RESPOP_AV","popolazione residente","2021","2021",11794,,
"072011","Bitonto","RESPOP_AV","popolazione residente","2021","2021",53396,,
"072012","Bitritto","RESPOP_AV","popolazione residente","2021","2021",11287,,
"091009","Bitti","RESPOP_AV","popolazione residente","2021","2021",2610,,
"084004","Bivona","RESPOP_AV","popolazione residente","2021","2021",3257,,
"080010","Bivongi","RESPOP_AV","popolazione residente","2021","2021",1163,,
"013024","Bizzarone","RESPOP_AV","popolazione residente","2021","2021",1725,,
"022017","Bleggio Superiore","RESPOP_AV","popolazione residente","2021","2021",1534,,
"016027","Blello","RESPOP_AV","popolazione residente","2021","2021",72,,
"056007","Blera","RESPOP_AV","popolazione residente","2021","2021",3003,,
"013025","Blessagno","RESPOP_AV","popolazione residente","2021","2021",290,,
"013026","Blevio","RESPOP_AV","popolazione residente","2021","2021",1091,,
"082082","Blufi","RESPOP_AV","popolazione residente","2021","2021",893,,
"028012","Boara Pisani","RESPOP_AV","popolazione residente","2021","2021",2393,,
"033005","Bobbio","RESPOP_AV","popolazione residente","2021","2021",3417,,
"001026","Bobbio Pellice","RESPOP_AV","popolazione residente","2021","2021",539,,
"003019","Boca","RESPOP_AV","popolazione residente","2021","2021",1131,,
"078018","Bocchigliero","RESPOP_AV","popolazione residente","2021","2021",1091,,
"002014","Boccioleto","RESPOP_AV","popolazione residente","2021","2021",163,,
"022018","Bocenago","RESPOP_AV","popolazione residente","2021","2021",400,,
"012016","Bodio Lomnago","RESPOP_AV","popolazione residente","2021","2021",2231,,
"098003","Boffalora d'Adda","RESPOP_AV","popolazione residente","2021","2021",1731,,
"015026","Boffalora sopra Ticino","RESPOP_AV","popolazione residente","2021","2021",4110,,
"010004","Bogliasco","RESPOP_AV","popolazione residente","2021","2021",4379,,
"103012","Bognanco","RESPOP_AV","popolazione residente","2021","2021",191,,
"003021","Bogogno","RESPOP_AV","popolazione residente","2021","2021",1297,,
"009011","Boissano","RESPOP_AV","popolazione residente","2021","2021",2527,,
"070003","Bojano","RESPOP_AV","popolazione residente","2021","2021",7502,,
"011004","Bolano","RESPOP_AV","popolazione residente","2021","2021",7451,,
"016028","Bolgare","RESPOP_AV","popolazione residente","2021","2021",6521,,
"015027","Bollate","RESPOP_AV","popolazione residente","2021","2021",36166,,
"001027","Bollengo","RESPOP_AV","popolazione residente","2021","2021",2098,,
"068003","Bolognano","RESPOP_AV","popolazione residente","2021","2021",1024,,
"082011","Bolognetta","RESPOP_AV","popolazione residente","2021","2021",4097,,
"043005","Bolognola","RESPOP_AV","popolazione residente","2021","2021",145,,
"091010","Bolotana","RESPOP_AV","popolazione residente","2021","2021",2419,,
"056008","Bolsena","RESPOP_AV","popolazione residente","2021","2021",3739,,
"016029","Boltiere","RESPOP_AV","popolazione residente","2021","2021",6210,,
"003022","Bolzano Novarese","RESPOP_AV","popolazione residente","2021","2021",1149,,
"024013","Bolzano Vicentino","RESPOP_AV","popolazione residente","2021","2021",6504,,
"056009","Bomarzo","RESPOP_AV","popolazione residente","2021","2021",1692,,
"069006","Bomba","RESPOP_AV","popolazione residente","2021","2021",727,,
"085002","Bompensiere","RESPOP_AV","popolazione residente","2021","2021",513,,
"082012","Bompietro","RESPOP_AV","popolazione residente","2021","2021",1224,,
"036002","Bomporto","RESPOP_AV","popolazione residente","2021","2021",10144,,
"095015","Bonarcado","RESPOP_AV","popolazione residente","2021","2021",1519,,
"011005","Bonassola","RESPOP_AV","popolazione residente","2021","2021",816,,
"016030","Bonate Sopra","RESPOP_AV","popolazione residente","2021","2021",10242,,
"016031","Bonate Sotto","RESPOP_AV","popolazione residente","2021","2021",6629,,
"023009","Bonavigo","RESPOP_AV","popolazione residente","2021","2021",2010,,
"038003","Bondeno","RESPOP_AV","popolazione residente","2021","2021",13872,,
"022021","Bondone","RESPOP_AV","popolazione residente","2021","2021",643,,
"062009","Bonea","RESPOP_AV","popolazione residente","2021","2021",1383,,
"070004","Bonefro","RESPOP_AV","popolazione residente","2021","2021",1214,,
"019006","Bonemerse","RESPOP_AV","popolazione residente","2021","2021",1464,,
"078019","Bonifati","RESPOP_AV","popolazione residente","2021","2021",2624,,
"064012","Bonito","RESPOP_AV","popolazione residente","2021","2021",2242,,
"090011","Bonnanaro","RESPOP_AV","popolazione residente","2021","2021",930,,
"090012","Bono","RESPOP_AV","popolazione residente","2021","2021",3356,,
"090013","Bonorva","RESPOP_AV","popolazione residente","2021","2021",3231,,
"004023","Bonvicino","RESPOP_AV","popolazione residente","2021","2021",100,,
"057006","Borbona","RESPOP_AV","popolazione residente","2021","2021",589,,
"025007","Borca di Cadore","RESPOP_AV","popolazione residente","2021","2021",826,,
"030012","Bordano","RESPOP_AV","popolazione residente","2021","2021",710,,
"008008","Bordighera","RESPOP_AV","popolazione residente","2021","2021",10130,,
"019007","Bordolano","RESPOP_AV","popolazione residente","2021","2021",563,,
"034005","Bore","RESPOP_AV","popolazione residente","2021","2021",676,,
"035005","Boretto","RESPOP_AV","popolazione residente","2021","2021",5252,,
"018015","Borgarello","RESPOP_AV","popolazione residente","2021","2021",2662,,
"001028","Borgaro Torinese","RESPOP_AV","popolazione residente","2021","2021",11827,,
"082013","Borgetto","RESPOP_AV","popolazione residente","2021","2021",7134,,
"008009","Borghetto d'Arroscia","RESPOP_AV","popolazione residente","2021","2021",408,,
"006018","Borghetto di Borbera","RESPOP_AV","popolazione residente","2021","2021",1924,,
"011006","Borghetto di Vara","RESPOP_AV","popolazione residente","2021","2021",878,,
"098004","Borghetto Lodigiano","RESPOP_AV","popolazione residente","2021","2021",4288,,
"009012","Borghetto Santo Spirito","RESPOP_AV","popolazione residente","2021","2021",4612,,
"040004","Borghi","RESPOP_AV","popolazione residente","2021","2021",2882,,
"079011","Borgia","RESPOP_AV","popolazione residente","2021","2021",7218,,
"001029","Borgiallo","RESPOP_AV","popolazione residente","2021","2021",582,,
"009013","Borgio Verezzi","RESPOP_AV","popolazione residente","2021","2021",2086,,
"046004","Borgo a Mozzano","RESPOP_AV","popolazione residente","2021","2021",6667,,
"002015","Borgo d'Ale","RESPOP_AV","popolazione residente","2021","2021",2223,,
"016032","Borgo di Terzo","RESPOP_AV","popolazione residente","2021","2021",1147,,
"041006","Borgo Pace","RESPOP_AV","popolazione residente","2021","2021",532,,
"018016","Borgo Priolo","RESPOP_AV","popolazione residente","2021","2021",1319,,
"004025","Borgo San Dalmazzo","RESPOP_AV","popolazione residente","2021","2021",12477,,
"017020","Borgo San Giacomo","RESPOP_AV","popolazione residente","2021","2021",5388,,
"098005","Borgo San Giovanni","RESPOP_AV","popolazione residente","2021","2021",2435,,
"048004","Borgo San Lorenzo","RESPOP_AV","popolazione residente","2021","2021",18184,,
"006020","Borgo San Martino","RESPOP_AV","popolazione residente","2021","2021",1343,,
"018018","Borgo San Siro","RESPOP_AV","popolazione residente","2021","2021",953,,
"003025","Borgo Ticino","RESPOP_AV","popolazione residente","2021","2021",5174,,
"037007","Borgo Tossignano","RESPOP_AV","popolazione residente","2021","2021",3240,,
"034006","Borgo Val di Taro","RESPOP_AV","popolazione residente","2021","2021",6723,,
"022022","Borgo Valsugana","RESPOP_AV","popolazione residente","2021","2021",6978,,
"057008","Borgo Velino","RESPOP_AV","popolazione residente","2021","2021",940,,
"002017","Borgo Vercelli","RESPOP_AV","popolazione residente","2021","2021",2260,,
"001030","Borgofranco d'Ivrea","RESPOP_AV","popolazione residente","2021","2021",3555,,
"003023","Borgolavezzaro","RESPOP_AV","popolazione residente","2021","2021",1956,,
"004024","Borgomale","RESPOP_AV","popolazione residente","2021","2021",386,,
"003024","Borgomanero","RESPOP_AV","popolazione residente","2021","2021",21277,,
"008010","Borgomaro","RESPOP_AV","popolazione residente","2021","2021",827,,
"001031","Borgomasino","RESPOP_AV","popolazione residente","2021","2021",773,,
"001032","Borgone Susa","RESPOP_AV","popolazione residente","2021","2021",2151,,
"033006","Borgonovo Val Tidone","RESPOP_AV","popolazione residente","2021","2021",8026,,
"006019","Borgoratto Alessandrino","RESPOP_AV","popolazione residente","2021","2021",536,,
"018017","Borgoratto Mormorolo","RESPOP_AV","popolazione residente","2021","2021",417,,
"028013","Borgoricco","RESPOP_AV","popolazione residente","2021","2021",8906,,
"057007","Borgorose","RESPOP_AV","popolazione residente","2021","2021",4247,,
"017021","Borgosatollo","RESPOP_AV","popolazione residente","2021","2021",9061,,
"002016","Borgosesia","RESPOP_AV","popolazione residente","2021","2021",12189,,
"009014","Bormida","RESPOP_AV","popolazione residente","2021","2021",343,,
"014009","Bormio","RESPOP_AV","popolazione residente","2021","2021",3990,,
"018019","Bornasco","RESPOP_AV","popolazione residente","2021","2021",2671,,
"017022","Borno","RESPOP_AV","popolazione residente","2021","2021",2479,,
"095016","Boroneddu","RESPOP_AV","popolazione residente","2021","2021",154,,
"091011","Borore","RESPOP_AV","popolazione residente","2021","2021",1994,,
"069007","Borrello","RESPOP_AV","popolazione residente","2021","2021",306,,
"096006","Borriana","RESPOP_AV","popolazione residente","2021","2021",861,,
"026004","Borso del Grappa","RESPOP_AV","popolazione residente","2021","2021",5878,,
"091012","Bortigali","RESPOP_AV","popolazione residente","2021","2021",1205,,
"090014","Bortigiadas","RESPOP_AV","popolazione residente","2021","2021",729,,
"090015","Borutta","RESPOP_AV","popolazione residente","2021","2021",260,,
"010005","Borzonasca","RESPOP_AV","popolazione residente","2021","2021",1834,,
"095079","Bosa","RESPOP_AV","popolazione residente","2021","2021",7539,,
"029007","Bosaro","RESPOP_AV","popolazione residente","2021","2021",1451,,
"023010","Boschi Sant'Anna","RESPOP_AV","popolazione residente","2021","2021",1361,,
"023011","Bosco Chiesanuova","RESPOP_AV","popolazione residente","2021","2021",3560,,
"006021","Bosco Marengo","RESPOP_AV","popolazione residente","2021","2021",2241,,
"001033","Bosconero","RESPOP_AV","popolazione residente","2021","2021",3066,,
"063008","Boscoreale","RESPOP_AV","popolazione residente","2021","2021",26317,,
"063009","Boscotrecase","RESPOP_AV","popolazione residente","2021","2021",9897,,
"004026","Bosia","RESPOP_AV","popolazione residente","2021","2021",170,,
"006022","Bosio","RESPOP_AV","popolazione residente","2021","2021",1062,,
"097009","Bosisio Parini","RESPOP_AV","popolazione residente","2021","2021",3312,,
"018020","Bosnasco","RESPOP_AV","popolazione residente","2021","2021",636,,
"016033","Bossico","RESPOP_AV","popolazione residente","2021","2021",976,,
"004027","Bossolasco","RESPOP_AV","popolazione residente","2021","2021",639,,
"079012","Botricello","RESPOP_AV","popolazione residente","2021","2021",5026,,
"075009","Botrugno","RESPOP_AV","popolazione residente","2021","2021",2613,,
"016034","Bottanuco","RESPOP_AV","popolazione residente","2021","2021",5040,,
"017023","Botticino","RESPOP_AV","popolazione residente","2021","2021",10706,,
"090016","Bottidda","RESPOP_AV","popolazione residente","2021","2021",651,,
"080011","Bova","RESPOP_AV","popolazione residente","2021","2021",400,,
"080013","Bova Marina","RESPOP_AV","popolazione residente","2021","2021",4080,,
"080012","Bovalino","RESPOP_AV","popolazione residente","2021","2021",8672,,
"017024","Bovegno","RESPOP_AV","popolazione residente","2021","2021",2025,,
"004028","Boves","RESPOP_AV","popolazione residente","2021","2021",9641,,
"017025","Bovezzo","RESPOP_AV","popolazione residente","2021","2021",7356,,
"060014","Boville Ernica","RESPOP_AV","popolazione residente","2021","2021",8423,,
"071007","Bovino","RESPOP_AV","popolazione residente","2021","2021",2998,,
"108010","Bovisio-Masciago","RESPOP_AV","popolazione residente","2021","2021",16756,,
"028014","Bovolenta","RESPOP_AV","popolazione residente","2021","2021",3449,,
"023012","Bovolone","RESPOP_AV","popolazione residente","2021","2021",16031,,
"006023","Bozzole","RESPOP_AV","popolazione residente","2021","2021",311,,
"020007","Bozzolo","RESPOP_AV","popolazione residente","2021","2021",4054,,
"004029","Bra","RESPOP_AV","popolazione residente","2021","2021",29536,,
"016035","Bracca","RESPOP_AV","popolazione residente","2021","2021",724,,
"058013","Bracciano","RESPOP_AV","popolazione residente","2021","2021",18543,,
"065016","Bracigliano","RESPOP_AV","popolazione residente","2021","2021",5336,,
"021009","Braies/Prags","RESPOP_AV","popolazione residente","2021","2021",691,,
"018021","Brallo di Pregola","RESPOP_AV","popolazione residente","2021","2021",514,,
"080014","Brancaleone","RESPOP_AV","popolazione residente","2021","2021",3282,,
"017026","Brandico","RESPOP_AV","popolazione residente","2021","2021",1744,,
"001034","Brandizzo","RESPOP_AV","popolazione residente","2021","2021",8701,,
"016036","Branzi","RESPOP_AV","popolazione residente","2021","2021",667,,
"017027","Braone","RESPOP_AV","popolazione residente","2021","2021",682,,
"012017","Brebbia","RESPOP_AV","popolazione residente","2021","2021",3155,,
"026005","Breda di Piave","RESPOP_AV","popolazione residente","2021","2021",7659,,
"012018","Bregano","RESPOP_AV","popolazione residente","2021","2021",821,,
"024014","Breganze","RESPOP_AV","popolazione residente","2021","2021",8381,,
"013028","Bregnano","RESPOP_AV","popolazione residente","2021","2021",6384,,
"016037","Brembate","RESPOP_AV","popolazione residente","2021","2021",8513,,
"016038","Brembate di Sopra","RESPOP_AV","popolazione residente","2021","2021",7920,,
"098006","Brembio","RESPOP_AV","popolazione residente","2021","2021",2692,,
"018022","Breme","RESPOP_AV","popolazione residente","2021","2021",715,,
"024015","Brendola","RESPOP_AV","popolazione residente","2021","2021",6639,,
"013029","Brenna","RESPOP_AV","popolazione residente","2021","2021",2177,,
"021010","Brennero/Brenner","RESPOP_AV","popolazione residente","2021","2021",2308,,
"017028","Breno","RESPOP_AV","popolazione residente","2021","2021",4632,,
"012019","Brenta","RESPOP_AV","popolazione residente","2021","2021",1735,,
"023013","Brentino Belluno","RESPOP_AV","popolazione residente","2021","2021",1350,,
"022025","Brentonico","RESPOP_AV","popolazione residente","2021","2021",4042,,
"023014","Brenzone sul Garda","RESPOP_AV","popolazione residente","2021","2021",2456,,
"035006","Brescello","RESPOP_AV","popolazione residente","2021","2021",5623,,
"022026","Bresimo","RESPOP_AV","popolazione residente","2021","2021",250,,
"018023","Bressana Bottarone","RESPOP_AV","popolazione residente","2021","2021",3443,,
"021011","Bressanone/Brixen","RESPOP_AV","popolazione residente","2021","2021",22728,,
"024016","Bressanvido","RESPOP_AV","popolazione residente","2021","2021",3167,,
"015032","Bresso","RESPOP_AV","popolazione residente","2021","2021",26081,,
"012020","Brezzo di Bedero","RESPOP_AV","popolazione residente","2021","2021",1246,,
"004030","Briaglia","RESPOP_AV","popolazione residente","2021","2021",305,,
"102003","Briatico","RESPOP_AV","popolazione residente","2021","2021",3781,,
"001035","Bricherasio","RESPOP_AV","popolazione residente","2021","2021",4616,,
"013030","Brienno","RESPOP_AV","popolazione residente","2021","2021",335,,
"076013","Brienza","RESPOP_AV","popolazione residente","2021","2021",3855,,
"004031","Briga Alta","RESPOP_AV","popolazione residente","2021","2021",40,,
"003026","Briga Novarese","RESPOP_AV","popolazione residente","2021","2021",2763,,
"016040","Brignano Gera d'Adda","RESPOP_AV","popolazione residente","2021","2021",6098,,
"006024","Brignano-Frascata","RESPOP_AV","popolazione residente","2021","2021",426,,
"076014","Brindisi Montagna","RESPOP_AV","popolazione residente","2021","2021",811,,
"012021","Brinzio","RESPOP_AV","popolazione residente","2021","2021",773,,
"003027","Briona","RESPOP_AV","popolazione residente","2021","2021",1105,,
"017030","Brione","RESPOP_AV","popolazione residente","2021","2021",737,,
"108011","Briosco","RESPOP_AV","popolazione residente","2021","2021",6091,,
"039004","Brisighella","RESPOP_AV","popolazione residente","2021","2021",7189,,
"012022","Brissago-Valtravaglia","RESPOP_AV","popolazione residente","2021","2021",1245,,
